Dim1,Dim2,Word,Epoch
24.35344886779785,10.005054473876953,mailbox,Epoch_20
63.88099670410156,-45.1973876953125,alien,Epoch_20
38.29826354980469,22.4885311126709,signal,Epoch_20
71.29252624511719,60.814964294433594,rapid,Epoch_20
-7.157773017883301,4.972004413604736,monkeys,Epoch_20
3.0936145782470703,-38.1758918762207,sheila,Epoch_20
-14.171327590942383,37.69537353515625,drift,Epoch_20
95.27083587646484,15.049516677856445,experts,Epoch_20
-42.630470275878906,-3.5593819618225098,slaves,Epoch_20
-36.46626281738281,-6.537693977355957,wives,Epoch_20
-26.751304626464844,-35.96017837524414,raw,Epoch_20
-17.84809112548828,29.382177352905273,peggy,Epoch_20
-5.682685375213623,-17.86737632751465,provided,Epoch_20
16.100542068481445,-11.17721939086914,matthew,Epoch_20
-103.70279693603516,-0.10357111692428589,drawings,Epoch_20
-81.83930969238281,-60.848114013671875,la,Epoch_20
-23.85839080810547,81.07771301269531,cooks,Epoch_20
45.11532211303711,57.06462097167969,boxes,Epoch_20
-0.3255394995212555,-31.91743278503418,shivered,Epoch_20
-35.7874641418457,57.01488494873047,thoughtfully,Epoch_20
-74.37882995605469,-41.122406005859375,she,Epoch_20
53.500240325927734,-55.37031555175781,erosion,Epoch_20
-36.29065704345703,-44.74960708618164,crosses,Epoch_20
49.75973129272461,-42.430118560791016,relatives,Epoch_20
5.645116806030273,14.385049819946289,puzzles,Epoch_20
98.54244232177734,40.291831970214844,escape,Epoch_20
-23.705175399780273,61.928550720214844,lambs,Epoch_20
-21.78983497619629,81.79373931884766,bookcase,Epoch_20
80.14607238769531,-44.14381408691406,annoyed,Epoch_20
8.180190086364746,-46.517333984375,performance,Epoch_20
-72.70927429199219,-45.73951721191406,joseph,Epoch_20
-82.46053314208984,7.4212117195129395,dries,Epoch_20
11.275857925415039,-54.16606521606445,feverishly,Epoch_20
11.518969535827637,-11.116920471191406,finally,Epoch_20
67.17865753173828,-0.7160859107971191,unknown,Epoch_20
35.56717300415039,-68.26852416992188,margo,Epoch_20
84.38641357421875,-34.15050506591797,avoiding,Epoch_20
24.338685989379883,9.959626197814941,sailboat,Epoch_20
-27.00640106201172,-50.615684509277344,richest,Epoch_20
-42.888729095458984,26.439970016479492,kinds,Epoch_20
29.061235427856445,-57.78507614135742,veronica,Epoch_20
6.850986003875732,60.292842864990234,lapped,Epoch_20
-21.1439208984375,-17.386058807373047,gene,Epoch_20
-1.2983342409133911,91.8720474243164,kicked,Epoch_20
3.990105152130127,-32.474273681640625,ruffled,Epoch_20
-10.457509994506836,62.80691146850586,hooked,Epoch_20
51.39563751220703,-57.89961624145508,ezra,Epoch_20
-22.232402801513672,4.871239185333252,ram,Epoch_20
-22.29825210571289,93.93049621582031,sticky,Epoch_20
94.649169921875,2.2409040927886963,interests,Epoch_20
40.06560516357422,57.11033248901367,boss,Epoch_20
-48.64863204956055,86.37085723876953,drops,Epoch_20
14.116253852844238,66.29522705078125,jeff,Epoch_20
-10.3941011428833,-28.901697158813477,cooing,Epoch_20
-45.778404235839844,-68.09732055664062,sash,Epoch_20
-13.081445693969727,44.72612762451172,meets,Epoch_20
49.93734359741211,43.575416564941406,raccoon,Epoch_20
27.425504684448242,34.84703063964844,bundle,Epoch_20
-35.43463134765625,-15.431656837463379,pacing,Epoch_20
-15.70757007598877,-21.629230499267578,breast,Epoch_20
-55.343101501464844,45.699485778808594,greet,Epoch_20
-17.26946449279785,-58.52471923828125,terry,Epoch_20
-5.865727424621582,-64.5749740600586,verbs,Epoch_20
-80.43911743164062,54.41998291015625,strand,Epoch_20
46.18130111694336,39.409568786621094,magicians,Epoch_20
36.66220474243164,-26.116851806640625,solution,Epoch_20
-18.86887550354004,36.916099548339844,petted,Epoch_20
79.83039093017578,52.63938903808594,eaters,Epoch_20
-26.2315673828125,-82.7716064453125,shepherd,Epoch_20
-5.38429594039917,57.09455490112305,sand,Epoch_20
-62.808631896972656,-15.539430618286133,fooled,Epoch_20
31.07083511352539,98.73538208007812,checked,Epoch_20
-15.93211555480957,-49.797176361083984,renee,Epoch_20
-34.070674896240234,-92.93077087402344,before,Epoch_20
15.769771575927734,79.64820098876953,thinks,Epoch_20
-17.918617248535156,41.944454193115234,hopeful,Epoch_20
79.4061508178711,-20.9226016998291,apply,Epoch_20
-49.09684371948242,77.30484008789062,cluttered,Epoch_20
-25.98027229309082,65.43736267089844,thumped,Epoch_20
-30.091894149780273,77.21329498291016,drugs,Epoch_20
-101.6680679321289,24.87358856201172,cranes,Epoch_20
-89.88307189941406,55.709136962890625,streamed,Epoch_20
71.6348648071289,20.39933204650879,casually,Epoch_20
-2.8217101097106934,-98.69561767578125,thorn,Epoch_20
93.8385009765625,-39.21131134033203,arrives,Epoch_20
80.04024505615234,21.772911071777344,edison,Epoch_20
-71.55747985839844,67.33184051513672,squeak,Epoch_20
-61.262081146240234,-83.6608657836914,hour,Epoch_20
15.767059326171875,13.218022346496582,plaster,Epoch_20
