Dim1,Dim2,Word,Epoch
33.15705108642578,76.72531127929688,mailbox,Epoch_25
49.71259307861328,56.935508728027344,alien,Epoch_25
73.04755401611328,-39.90300750732422,signal,Epoch_25
23.831724166870117,-96.95509338378906,rapid,Epoch_25
-13.308389663696289,-52.278072357177734,monkeys,Epoch_25
10.429610252380371,29.824005126953125,sheila,Epoch_25
-71.27310943603516,-30.455821990966797,drift,Epoch_25
89.14636993408203,34.68882369995117,experts,Epoch_25
-77.43527221679688,-45.833412170410156,slaves,Epoch_25
-17.456436157226562,-43.205413818359375,wives,Epoch_25
-31.282089233398438,-28.379169464111328,raw,Epoch_25
-8.67775821685791,-94.9690170288086,peggy,Epoch_25
-4.883237838745117,22.3260440826416,provided,Epoch_25
-5.217183589935303,8.265256881713867,matthew,Epoch_25
-83.61751556396484,30.71054458618164,drawings,Epoch_25
-31.352712631225586,-29.00644874572754,la,Epoch_25
-19.102455139160156,-72.27667236328125,cooks,Epoch_25
73.5546646118164,-67.15260314941406,boxes,Epoch_25
12.87061882019043,-25.599855422973633,shivered,Epoch_25
30.62745475769043,102.24164581298828,thoughtfully,Epoch_25
-24.743070602416992,-22.37735366821289,she,Epoch_25
51.33584976196289,65.6313247680664,erosion,Epoch_25
-66.79006958007812,26.621915817260742,crosses,Epoch_25
68.786865234375,1.197445273399353,relatives,Epoch_25
44.75102615356445,-34.62327194213867,puzzles,Epoch_25
107.90679931640625,12.0818510055542,escape,Epoch_25
-47.61062240600586,-88.72755432128906,lambs,Epoch_25
-18.229225158691406,-71.18972778320312,bookcase,Epoch_25
73.85008239746094,57.39314270019531,annoyed,Epoch_25
29.622304916381836,15.188446998596191,performance,Epoch_25
0.34025904536247253,35.41874694824219,joseph,Epoch_25
-88.8980941772461,-17.739830017089844,dries,Epoch_25
6.6770429611206055,52.7890625,feverishly,Epoch_25
14.016907691955566,35.468631744384766,finally,Epoch_25
61.49632263183594,21.503292083740234,unknown,Epoch_25
-14.630345344543457,74.7320327758789,margo,Epoch_25
75.85342407226562,28.909629821777344,avoiding,Epoch_25
33.13323211669922,76.7522201538086,sailboat,Epoch_25
-8.3495454788208,-27.674251556396484,richest,Epoch_25
-11.554662704467773,-12.922863960266113,kinds,Epoch_25
20.27150535583496,62.49386978149414,veronica,Epoch_25
-37.3353157043457,-86.33609771728516,lapped,Epoch_25
-23.670686721801758,6.594508647918701,gene,Epoch_25
-20.259191513061523,-83.7083740234375,kicked,Epoch_25
11.464845657348633,-18.8319149017334,ruffled,Epoch_25
-22.60291290283203,-72.51919555664062,hooked,Epoch_25
48.36322021484375,65.17242431640625,ezra,Epoch_25
-36.65615463256836,10.642562866210938,ram,Epoch_25
-20.609867095947266,-78.1933364868164,sticky,Epoch_25
76.41533660888672,16.84771156311035,interests,Epoch_25
52.90428161621094,-58.5526008605957,boss,Epoch_25
-65.31653594970703,-81.4029312133789,drops,Epoch_25
-30.162677764892578,-49.64132308959961,jeff,Epoch_25
-15.035860061645508,-74.30302429199219,cooing,Epoch_25
-4.948523998260498,-39.07373046875,sash,Epoch_25
46.77089309692383,-82.70574951171875,meets,Epoch_25
55.01251983642578,3.820405960083008,raccoon,Epoch_25
33.720645904541016,-15.777725219726562,bundle,Epoch_25
-47.976722717285156,-16.797828674316406,pacing,Epoch_25
-46.44680404663086,46.05868911743164,breast,Epoch_25
-67.4913330078125,5.042549133300781,greet,Epoch_25
-37.136478424072266,69.18013000488281,terry,Epoch_25
-55.582557678222656,57.06880187988281,verbs,Epoch_25
-90.0342025756836,-2.241023063659668,strand,Epoch_25
58.9769172668457,-13.45000171661377,magicians,Epoch_25
45.679115295410156,44.246944427490234,solution,Epoch_25
51.262794494628906,-63.2001838684082,petted,Epoch_25
44.945247650146484,-78.44633483886719,eaters,Epoch_25
12.914828300476074,-25.965492248535156,shepherd,Epoch_25
24.476478576660156,-57.97288131713867,sand,Epoch_25
-33.48365783691406,17.659944534301758,fooled,Epoch_25
-20.22643280029297,-59.139461517333984,checked,Epoch_25
-37.56852340698242,13.549117088317871,renee,Epoch_25
100.27870178222656,-13.117627143859863,before,Epoch_25
-39.84051513671875,-40.48984146118164,thinks,Epoch_25
-13.467761039733887,16.935007095336914,hopeful,Epoch_25
78.89889526367188,52.915504455566406,apply,Epoch_25
-49.35408020019531,-4.96135950088501,cluttered,Epoch_25
-35.50636291503906,-50.07262420654297,thumped,Epoch_25
-46.08658981323242,-74.01675415039062,drugs,Epoch_25
-94.67465209960938,6.036018371582031,cranes,Epoch_25
-94.58517456054688,-29.661561965942383,streamed,Epoch_25
48.75968933105469,14.509210586547852,casually,Epoch_25
-32.76759719848633,93.37168884277344,thorn,Epoch_25
71.99818420410156,63.623329162597656,arrives,Epoch_25
73.57289123535156,-9.776656150817871,edison,Epoch_25
-80.61565399169922,-51.43649673461914,squeak,Epoch_25
-40.60438919067383,84.71151733398438,hour,Epoch_25
-65.80831909179688,0.7177284359931946,plaster,Epoch_25
-12.573390007019043,93.65494537353516,runway,Epoch_25
5.484270095825195,40.276084899902344,brainstorming,Epoch_25
81.62327575683594,1.987222671508789,instance,Epoch_25
10.947590827941895,-19.97787857055664,shuffle,Epoch_25
5.465400218963623,17.93242645263672,finger,Epoch_25
-69.73748016357422,-31.619647979736328,crafty,Epoch_25
-1.9492701292037964,-90.26496887207031,logs,Epoch_25
-43.409446716308594,12.199007034301758,transports,Epoch_25
50.08238983154297,63.33238220214844,ebenezer,Epoch_25
-42.545501708984375,-62.89272689819336,whooping,Epoch_25
65.72111511230469,43.16011047363281,finest,Epoch_25
-69.13134765625,-21.616220474243164,stunt,Epoch_25
-34.671592712402344,39.143531799316406,full,Epoch_25
68.81004333496094,67.65911102294922,awful,Epoch_25
-21.825057983398438,-67.68285369873047,lick,Epoch_25
-33.749813079833984,100.83662414550781,lars,Epoch_25
-25.63629913330078,-65.70072937011719,leaf,Epoch_25
-34.948944091796875,-5.240835666656494,lion,Epoch_25
-17.554874420166016,93.20037841796875,mornings,Epoch_25
7.494304656982422,-1.036225438117981,laws,Epoch_25
-69.86016845703125,-74.31716918945312,trip,Epoch_25
86.73667907714844,3.678494453430176,elected,Epoch_25
-34.53260040283203,6.643155574798584,pens,Epoch_25
-41.1143798828125,-24.203351974487305,roof,Epoch_25
-48.27789306640625,66.47877502441406,spur,Epoch_25
-52.04096984863281,-39.345252990722656,gossip,Epoch_25
2.8395304679870605,-47.89984893798828,sighing,Epoch_25
-21.059951782226562,0.48007702827453613,sunny,Epoch_25
61.78440856933594,41.826602935791016,recognized,Epoch_25
17.539955139160156,-81.55533599853516,ages,Epoch_25
19.95189666748047,37.62007522583008,anyway,Epoch_25
-63.11302947998047,-52.89051818847656,drunk,Epoch_25
-32.76993179321289,71.8370132446289,vary,Epoch_25
-9.671613693237305,27.872312545776367,swallow,Epoch_25
12.398404121398926,26.484025955200195,canyon,Epoch_25
-17.121274948120117,42.28321075439453,parlor,Epoch_25
-101.51295471191406,-24.62847328186035,spreads,Epoch_25
-17.605655670166016,-88.17208099365234,pick,Epoch_25
107.072509765625,33.0972900390625,recipe,Epoch_25
91.39752960205078,-16.518409729003906,dislike,Epoch_25
-36.5482292175293,-12.886531829833984,dim,Epoch_25
36.05778503417969,-6.437963485717773,volcano,Epoch_25
-6.28054666519165,-59.27535629272461,rye,Epoch_25
-75.44115447998047,42.57620620727539,telling,Epoch_25
96.02600860595703,-1.307271957397461,object,Epoch_25
49.96137237548828,4.138158321380615,takeoff,Epoch_25
18.777990341186523,-61.0960578918457,reads,Epoch_25
32.407981872558594,-12.60525894165039,hudson,Epoch_25
-1.4630508422851562,63.650962829589844,gorgeous,Epoch_25
55.50959396362305,-47.009666442871094,section,Epoch_25
-7.255490779876709,13.901037216186523,dances,Epoch_25
-5.188416004180908,91.08053588867188,carefully,Epoch_25
-105.61082458496094,5.440720558166504,crowds,Epoch_25
-102.04789733886719,-12.609562873840332,brightly,Epoch_25
-80.89580535888672,56.1681022644043,flour,Epoch_25
-57.23005294799805,51.58176803588867,heard,Epoch_25
-32.37526321411133,-31.761945724487305,ya,Epoch_25
44.52693557739258,54.699607849121094,twilight,Epoch_25
-32.59229278564453,-76.60059356689453,chip,Epoch_25
83.36792755126953,-5.505651473999023,inside,Epoch_25
-92.50513458251953,-20.65257453918457,bride,Epoch_25
40.801658630371094,-28.707992553710938,bottles,Epoch_25
-68.33085632324219,41.23795700073242,spindle,Epoch_25
61.78307342529297,4.48226261138916,mishmash,Epoch_25
-39.58979797363281,26.89310073852539,fools,Epoch_25
55.169883728027344,50.119232177734375,africans,Epoch_25
43.53775405883789,-30.626054763793945,settled,Epoch_25
17.977664947509766,-37.509315490722656,husky,Epoch_25
-22.564634323120117,-63.17725372314453,loving,Epoch_25
78.8187026977539,-51.625030517578125,owed,Epoch_25
24.49726104736328,25.80356216430664,canada,Epoch_25
72.05012512207031,8.301461219787598,ashamed,Epoch_25
-22.5589542388916,-63.21317672729492,living,Epoch_25
37.119911193847656,-76.23015594482422,rot,Epoch_25
-11.392735481262207,67.28195190429688,nerves,Epoch_25
-31.349491119384766,-105.17219543457031,stalked,Epoch_25
16.47450065612793,-90.64950561523438,debbie,Epoch_25
35.95714569091797,-93.35108947753906,writers,Epoch_25
-8.691226959228516,-55.654388427734375,guys,Epoch_25
-56.36905288696289,8.693768501281738,seaweed,Epoch_25
27.47605323791504,-72.32005310058594,sid,Epoch_25
-41.66787338256836,36.36153793334961,girl,Epoch_25
6.965256214141846,-35.534278869628906,fifty,Epoch_25
-16.48928451538086,16.876312255859375,helper,Epoch_25
8.271385192871094,85.1195297241211,wardrobe,Epoch_25
-48.15110397338867,66.49796295166016,sperm,Epoch_25
83.53700256347656,13.177406311035156,inquired,Epoch_25
33.22985076904297,-25.98900604248047,license,Epoch_25
71.1895751953125,27.579273223876953,admit,Epoch_25
-29.256084442138672,89.70330047607422,yard,Epoch_25
36.74909591674805,-93.91018676757812,rider,Epoch_25
-68.3082046508789,-51.157779693603516,stake,Epoch_25
-31.243423461914062,-105.03701782226562,stalks,Epoch_25
6.267497539520264,-66.93856048583984,dodgers,Epoch_25
-75.7398681640625,27.106401443481445,spotted,Epoch_25
41.65010452270508,40.56130599975586,celebration,Epoch_25
-43.41297149658203,70.96951293945312,scored,Epoch_25
-10.869549751281738,67.02352142333984,nervous,Epoch_25
63.342933654785156,13.821355819702148,indianapolis,Epoch_25
22.100727081298828,11.984326362609863,concrete,Epoch_25
-53.515480041503906,17.807579040527344,town,Epoch_25
-63.39461898803711,-53.346397399902344,drank,Epoch_25
-70.90575408935547,-1.1124101877212524,skates,Epoch_25
71.86634826660156,80.4283218383789,attach,Epoch_25
26.75609016418457,-24.892717361450195,captains,Epoch_25
-4.753559589385986,72.25921630859375,cartons,Epoch_25
-75.79502868652344,27.000076293945312,spot,Epoch_25
78.59574127197266,19.796451568603516,astronaut,Epoch_25
59.857200622558594,-50.768192291259766,rats,Epoch_25
20.055683135986328,78.5859603881836,parents,Epoch_25
56.42360305786133,-23.740198135375977,pigeons,Epoch_25
